str1,str2,date1,int1,float1,date2,str5,str6,str3,int2,float2,str4
HHHWLa8TsKV,1WDW2rlW,1968-11-26,-68,-1.156,1957-01-03,,,43HADcaP,-87,9.154,HHH
HHHNTgXym4W,1WeJH6It,1990-05-16,-2,1.769,1955-12-05,,,bqczyWjp,71,-4.416,HHH
CCJG1mJMKo,1WfKAWgo,1958-04-23,54,7.07,1975-11-13,,,bIlQPCvA,8,2.357,CCJ
GGB5A0rKjq,1WHNpl8p,1952-07-08,77,-6.665,1954-11-23,,,uQvtQzaw,-88,-9.527,GGB
EEE8BTZcQzh,1wi1SPei,2003-07-27,44,-6.257,1984-03-20,,,zyiWamSW,90,-3.159,EEE
FFRGatoCAY,1wisIsJ7,1990-06-05,33,7.005,1951-06-29,,,Inwtspu1,-58,-4.947,FFR
AAAFkMucm6u,1wjPNliW,2014-05-30,39,-4.475,2015-09-01,,,oy4Ma1mK,-1,7.764,AAA
HHHNjiuBJnF,1wlNl80S,1964-12-05,-94,4.91,2011-02-11,,,Y0epUvhY,96,0.304,HHH
DDDD2X8eLNGY,1wmg5xnD,1967-06-05,-42,3.757,2012-10-05,,,UaK1oIRP,13,-0.067,DDD
KK3ziBEqET,1WOuMOPY,2004-03-02,-86,-6.081,2006-05-01,,,gsHf5rHp,96,-9.661,KK3
LLLXGlzQK2C,1WQJ360j,2000-08-27,99,-8.255,2008-03-13,,,YCFSN5L2,-1,-7.694,LLL
AAAj11rkf5m,1wR4xX4n,1969-07-08,53,3.106,1964-04-29,,,,-1,4.033,AAA
BBB3SOHJDRu,1wROrBzL,2012-07-06,89,-6.834,1990-07-22,,,zhylNSWa,25,-4.326,BBB
EEELvUH7nhg,1WUNeywF,1994-09-20,-14,8.688,2006-08-27,,,LhbOjGVT,46,0.051,EEE
CCLEhOyVcc,1WUPxOJ6,1968-08-20,-59,-7.369,1952-07-08,,,YYfIFOl3,-84,8.084,CCL
KKT1NWLycF,1wUXYU2P,1980-06-09,-70,6.352,1960-09-15,,,sgCAaym2,50,8.164,KKT
DDDDAPZ6hKrb,1WvoflNl,1952-04-17,-56,0.533,1997-03-23,,,3tN6qnI6,24,0.225,DDD
KKol4tPnMl,1wXqbeT2,1970-05-23,-13,-2.006,1995-12-25,,,AXJkZeP3,5,1.894,KKo
BBBOtzzkywC,1X0QTUk9,2007-08-09,-18,-3.754,1995-12-12,,,4OhQFBqU,12,-7.454,BBB
KKFElBGVAC,1x2KYonr,2007-03-18,15,-4.779,2002-10-08,,,bA2m2RbC,-27,9.476,KKF
LLLG5Y1pKUw,1X7izEBB,2008-04-17,87,-8.698,1983-09-15,,,swgVei6W,-39,-3.639,LLL
HHHTG1o8XQZ,1X86uefJ,2003-01-11,-4,3.715,1977-09-21,,,hHNS5TnS,-71,-0.42,HHH
KKBevThQEL,1X9cQBgR,2008-02-27,49,4.821,1965-05-20,,,jnbahH5f,46,2.157,KKB
EEEVi3wWvAL,1XaJKx2G,1979-02-16,51,9.049,1993-11-04,,,Ttw8XLyC,-33,4.684,EEE
GGyhGqeLYz,1XbfU6op,1998-11-15,68,0.047,1995-08-18,,,ie9ZCgLe,-26,3.742,GGy
GGfuOaqXBV,1xc2AKFD,1956-07-06,78,-0.369,2011-11-10,,,7yE7EZpF,-12,-5.358,GGf
FF77TDm3Gv,1Xc60c9q,1958-11-26,-94,-3.793,2000-08-24,,,1nvO6Ge8,-45,6.39,FF7
FFbbsACA0Q,1XC8MeCI,2008-08-02,28,-4.553,1957-01-15,,,42G2TLsc,-57,-5.479,FFb
CCYss43YCu,1xDvHE6J,1992-04-02,72,7.38,1973-05-24,,,jiJxNkjh,93,-1.088,CCY
LLLqf5TJ1qB,1xEkfRLW,1957-05-03,-42,8.154,1958-08-18,,,plW3pAwB,34,3.412,LLL
BBB9sNlmw9i,1XEzVcyt,2009-12-14,47,-3.096,2013-10-19,,,zeZmj5v9,-16,7.973,BBB
DDDD4cNqvp4E,1xi9iBRG,1980-12-05,-10,-0.515,1964-12-19,,,uS7EE36M,-90,-1.241,DDD
LLLNAtYpyDt,1xieWUq4,1952-03-01,-60,-4.771,1977-04-10,,,rhkN8XrE,18,-7.033,LLL
DDDDkRPexLfN,1xJ0jRYY,1963-11-01,-46,-6.347,2016-07-20,,,PZIenqol,57,-0.81,DDD
KKH9CQ5TOx,1XLIWtam,1993-01-06,-83,-1.11,1955-11-05,,,wmD7FFHj,-38,-0.869,KKH
LLLLlyro1DS,1xlM3rkc,2013-01-03,-84,7.18,1976-02-21,,,3240OOBc,-84,-4.686,LLL
DDDD0WVZ3OYW,1XnS7ylt,1958-07-24,-30,-2.711,2007-05-27,,,ouGs6Yxm,-73,-2.972,DDD
HHHgRFiZG9q,1XoB9ORH,1992-01-30,33,-8.777,1955-08-09,,,a0h0Yl6y,10,4.726,HHH
LLLWXQjrguk,1xPiV8pR,2008-05-08,28,-4.416,1968-01-26,,,Sp9eSt3H,0,3.341,LLL
KKs9aQPZVE,1XPUxciq,1986-10-10,87,7.312,2004-11-29,,,83VB5sPD,-69,-9.964,KKs
LLL2Dtyvi07,1xquA1bE,1954-07-31,-84,-0.587,1974-07-06,,,7YGtWRKG,45,7.742,LLL
KKagFDz1wZ,1xRuSMUo,2010-01-20,-92,-3.977,1985-02-24,,,6aP40hOa,-1,-8.827,KKa
AAAA5SHQKHg,1XvDcLRA,2010-08-08,-71,-1.046,1979-04-13,,,19RHlJ3y,15,-7.92,AAA
CCq6DGQZVf,1XVTJGxY,1985-09-04,-72,-6.183,1984-04-25,,,6zvKWjyV,-46,-1.043,CCq
AAAwgHwok1S,1z67Fqpw,2007-11-22,-94,-2.82,2010-04-21,,,gkSTAw3C,99,-6.349,AAA
DDDDYzG3UXXc,1zbrVh3Y,1954-04-28,-49,-1.367,2004-09-14,,,9BbtYIVM,-34,-0.274,DDD
DDDD6l52cCzy,1ZchuLQE,1981-08-16,10,-2.553,1975-02-11,,,c4zC77gp,-60,-9.569,DDD
GGSbSN0ItC,1ZCIFJGK,1955-02-06,-19,-6.891,1971-11-11,,,jtROwbIn,49,0.293,GGS
EEEqJC6RyyI,1ZDI89vy,1996-06-16,10,7.667,1954-08-13,,,4muGhHXU,40,-5.912,EEE
CCs8oPIQKg,1ZG6gWe0,1959-03-11,61,-5.152,2007-02-23,,,lCOSVTZk,54,-3.272,CCs
KK9jWhCfE3,1ZiUTWDk,2008-12-28,-16,0.232,1962-09-19,,,fxm124Yc,-60,1.362,KK9
EEET3V0DwUh,1zJmSIAe,1972-02-18,99,9.824,2003-10-03,,,9Aj8kQqe,3,3.004,EEE
GGXMrOTweS,1Zjt1raI,1972-04-26,42,4.471,1996-01-07,,,z5eHIFlA,54,4.711,GGX
EEEKvFhxars,1Zkna51u,1977-05-08,-64,1.31,2006-09-23,,,9q8QCca6,10,8.277,EEE
CCRsDl24oj,1zKUEbBh,1991-12-30,43,-7.003,1998-05-09,,,zq545PoM,18,8.1,CCR
GG7zD7O5l5,1ZLPOfUy,2011-01-08,-98,0.39,1976-02-10,,,j754peVC,-76,-4.39,GG7
BBBAs8pNzRL,1ZlVBfLv,1981-11-30,50,-5.358,2011-08-26,,,c265ozFY,-55,6.133,BBB
CCg4X9bYKB,1ZM0oPty,1959-01-31,-19,-1.64,2008-07-13,,,IwskYh5I,84,-1.304,CCg
LLLf62gKjD4,1zMGqGq7,1991-07-10,83,-4.817,1997-09-11,,,oMQx6OBj,84,7.418,LLL
CCMcHx7s6s,1zmntAZK,1986-03-07,-30,8.427,1971-11-06,,,L27uTYlL,-84,8.429,CCM
KK6lhXrcpu,1znTwvCt,1962-01-29,56,-3.641,1992-12-25,,,HvNUBqlo,-72,-4.906,KK6
CCoCPMXBme,1ZP0UQOa,1993-09-08,-88,1.385,1990-02-21,,,HirnUpTu,57,0.607,CCo
GGkJ042BOD,1ZqqgjeB,1964-12-27,-56,3.986,1977-05-01,,,ZOBUxC4J,-1,-3.722,GGk
HHH4aVCfph5,1zqr59iz,1973-02-06,91,-0.515,2003-03-20,,,C8gGXAbz,4,-7.397,HHH
AAA1E4oNmzb,1Zrt4Ueu,2000-12-04,-97,-5.155,1951-10-10,,,sfh9behE,88,9.762,AAA
EEE6FehVLGB,1ZSB0fxn,1995-06-25,-5,-1.321,1959-09-18,,,6JrfE9vk,65,3.129,EEE
BBBcBWLvGGZ,1ZtcQ8wY,1955-01-08,-19,-4.209,1975-02-14,,,kysy3bo7,-100,0.452,BBB
DDDDXK73JyYK,1ztixhSH,1960-03-30,79,-7.699,1999-08-25,,,1eKbBuro,57,-6.45,DDD
KKya2lKufC,1zULRlMb,1980-05-11,75,-4.498,1954-04-11,,,SOe8UDuV,65,5.986,KKy
FFogI9u8uJ,1ZvlFBBf,1963-11-15,66,0.005,1953-05-02,,,lfS0X5jn,1,3.555,FFo
HHH8Y6rK95t,1zZciJI4,2012-09-28,-30,-1.053,1988-05-14,,,TgV0r0tg,-82,5.715,HHH
DDDDGkJiZTxu,1zzJVuzh,1970-04-02,13,5.815,1974-03-31,,,eMMa5B1U,-93,-9.655,DDD
LLLbQLnkeoJ,200VlFGT,2012-11-04,2,-8.864,2004-07-08,,,2ap1YIA3,-2,8.673,LLL
GG4eeroECB,202OxsXL,2015-06-09,28,-3.377,1989-03-15,,,gaa9DVwR,-65,8.273,GG4
LLLtB9L9u5P,203ncxbo,1956-01-16,-42,9.44,1953-07-28,,,gMxGt6pc,-9,3.963,LLL
AAAn0arsljW,207Uxfff,2004-05-27,3,-2.573,1969-07-16,,,IbMr3Sfm,33,-0.427,AAA
HHHl1WpgTzE,20bcNFzT,1993-08-06,-98,-8.384,1951-03-03,,,5TGtXStK,9,-9.876,HHH
HHHfbuwZEUg,20C2ySZT,2010-08-07,39,-5.139,1960-08-13,,,qeZ6Skks,-75,8.432,HHH
EEERo2OAH3C,20gaPML7,1985-09-16,76,2.749,1980-09-07,,,Psz2gjPP,90,8.989,EEE
CCG0X4AgHe,20yVsSUD,2005-02-24,28,1.722,1962-08-21,,,l9qmozGM,-69,7.149,CCG
CCSen73pTg,20mKhKbT,2001-05-18,66,-1.654,1988-03-27,,,rKvEwNTa,8,-5.235,CCS
BBBfNXPTE7b,20NcHptB,1991-01-02,72,7.822,1999-12-22,,,3gH2QT0A,84,3.174,BBB
LLL93VcJ4KA,20SqyE1A,2000-10-17,-81,1.922,2011-11-23,,,0hwK74To,58,6.835,LLL
DDDDmZ0HxAK2,20Ujzlia,1960-07-09,-4,6.184,1976-11-18,,,HkC72zZ3,-93,-7.056,DDD
GGWfRbmx2R,20WSJf90,2000-04-16,-95,2.952,2007-04-12,,,zhFstWHs,-1,-4.297,GGW
HHHS8r1r8qp,20Zv3skB,1981-09-23,-68,-7.754,2010-09-25,,,8VPpBEvZ,49,1.429,HHH
FFBQR53xat,21btpPGl,2003-05-07,63,-1.824,1986-06-06,,,fzkoMLeM,96,-7.508,FFB
EEESrDCJpni,21C3B4On,2012-02-20,-51,-4.718,1991-10-05,,,Ci1WOt1t,-61,-2.11,EEE
HHHYM9rCHuT,21cpl6y9,1978-10-23,10,7.639,1963-03-07,,,EI9NOntB,17,-5.07,HHH
AAAjagh9Ppz,21DkKS9n,2008-05-28,-43,6.271,2006-05-01,,,Yj4KVxcn,-45,6.626,AAA
,21EJt5qA,1964-06-06,-8,8.38,1966-02-05,,,bkiTCRRO,-47,5.518,
AAAzllRo8DD,21hazPAm,1964-05-30,-84,0.558,2014-06-03,,,sOSrRQ3U,40,8.271,AAA
LLLfWRrBZAb,21YfMxuU,1994-02-25,28,8.609,2002-04-29,,,xbxqUX7M,68,-4.255,LLL
KKAlXkQ4HM,21yRqqOw,2013-02-01,-76,-9.597,2004-08-12,,,ISEnhfYS,-49,-4.435,KKA
KKn6KkABF2,21lUQSub,1959-04-06,-57,-1.656,1962-12-06,,,My2LSRfx,51,0.886,KKn
GGcqSXKlIJ,21PFgouw,2010-11-10,42,-4.698,2004-03-30,,,lg0SG7Zh,-55,4.143,GGc
BBBLLjgHvRo,21pOpDCf,1990-10-06,-76,-0.7,1963-12-02,,,mWvRpgP4,-4,9.081,BBB
EEEjYg53sVA,21RTNSux,1995-11-26,-39,-7.385,1960-07-08,,,Op7CnrDR,33,0.243,EEE
BBBMps0VDfA,21vU7ZeK,2004-11-17,-70,-9.084,1988-05-27,,,mM8buHwH,-91,-9.531,BBB
BBB2Tg7vlGE,21XoFpti,1957-02-25,48,-1.552,1972-07-12,,,uvrPDALh,70,-3.602,BBB
DDDDO2VeNQ1u,220zFics,1952-06-30,26,1.664,2011-05-26,,,DOvD7g40,-48,7.866,DDD
HHHPLRnt16D,221Whz2n,1974-06-09,18,-2.907,2003-09-27,,,3lUnXxwl,-93,2.63,HHH
HHHOZuTSuR5,228vWFaj,1952-12-01,30,8.328,1959-04-09,,,We16CrzW,-52,-0.905,HHH
CCp8NM2cj2,22HSbBoD,1978-06-11,-97,8.013,1983-10-17,,,ppETPkeA,76,-0.629,CCp
BBBAqqaTBDO,22JqFvaH,1988-04-16,21,3.507,1958-10-17,,,PDYVaYxC,-91,6.219,BBB
EEEceyQ5xJv,22MNFM84,2017-05-06,-25,-3.599,1953-12-27,,,lz5rcbWU,-89,8.984,EEE
KK4233lmZt,22oGEXsP,1977-10-20,-33,6.278,1985-04-27,,,N0DPialc,77,-2.679,KK4
DDDD8ISRBVby,22s9FPAn,2007-08-28,13,-3.249,2014-04-03,,,3wV7TgkR,77,-4.823,DDD
CCLAyW2B0n,22WTfekW,2017-05-23,-100,-7.129,1982-01-23,,,reWIBGz1,-75,-3.729,CCL
EEEx3rC2B7U,233eFGzB,2009-06-10,-19,-4.713,1953-05-28,,,uUuWGC1V,-28,-2.788,EEE
FFvfx57OXK,234FvGyC,1973-10-03,44,-4.295,1956-11-20,,,JxjKJSBk,34,4.598,FFv
DDDDul0J6t31,237Uli6J,1976-09-03,74,-0.119,2001-09-05,,,zJYJqYku,-64,5.773,DDD
KKN21PnGPB,23AIH8OD,1953-11-30,-25,-0.84,2006-01-28,,,ttkEyCNW,8,1.469,KKN
FFSEopMjh6,23C2VRXu,1999-03-23,-47,2.429,1982-06-13,,,SAnjoeMu,-34,8.432,FFS
KKezWUOyem,23cf40fx,2002-07-18,99,-6.745,1957-05-03,,,gfErzyxi,-1,8.251,KKe
FFZVfAhGQZ,23EaVb3x,1951-12-15,-14,2.091,1968-04-21,,,VFu05c7r,77,-5.781,FFZ
LLLuYXPHQep,23EE0FnF,1976-04-28,91,-0.098,2009-07-24,,,TJOVU0Te,32,9.211,LLL
GGaEtQoL0K,23fReHmA,1965-09-03,-94,0.597,2011-05-14,,,EMxBDyQf,3,2.858,GGa
LLLYrz4UT9q,23Gj4fMC,2010-04-29,2,2.846,1968-07-16,,,PtEUzBrG,53,6.1,LLL
CCGFlDNXTQ,23HE4UAe,1956-04-09,-34,1.783,1969-03-18,,,hp4ax5Du,-8,-4.019,CCG
DDDDwe88WXVl,23hGXgYz,1997-12-02,-20,-4.239,2001-08-20,,,uJhwCgO4,66,9.264,DDD
AAAmYInVFSk,23IkOFA6,1984-01-21,-75,-7.237,1980-05-13,,,SBePjOiS,59,-7.998,AAA
KK9BvF5Jfh,23KoyGIj,1981-12-27,-76,-6.503,1957-03-05,,,FHoX2OiT,77,-1.787,KK9
FFLJtzxAX7,23N06Yl1,2001-12-30,37,-1.828,1986-09-10,,,YDfMkjQq,-71,-6.512,FFL
HHHoJ2FgeVC,23pqjiC9,1985-04-26,48,7.661,2010-08-28,,,e20q8lwA,-17,4.899,HHH
EEEL27IOnRR,23rjmXsP,1951-09-05,-52,-0.766,1975-05-19,,,S29Hmm99,26,8.233,EEE
DDDDnllc3qoH,23RWH8Oe,1983-11-02,-2,1.905,1989-04-29,,,hHqCcvTR,-83,3.28,DDD
DDDDIehMRw5D,23siJATz,1965-05-01,-4,-4.557,2002-10-24,,,nDRgrPOT,-39,-4.743,DDD
GGD6fMQxMl,241ekyTy,1973-01-25,52,-6.722,2009-02-27,,,lxsUlpx0,-77,-9.692,GGD
EEEZn7k2ciS,244fIa86,2003-07-19,74,-7.697,2015-01-28,,,Ju0f8ze2,-13,8.952,EEE
HHHkQVOsa2C,2478Jbh6,1987-11-13,9,2.695,2013-05-09,,,fVDW4ROT,-28,-6.556,HHH
KKsNUAw6Lm,249BFC0o,1953-10-08,36,-8.934,1989-11-21,,,Usl1uWhK,-70,-1.562,KKs
GGGGOQeEcP,249JLtwB,1970-12-19,-67,8.372,1995-03-02,,,SZr7i7Ub,11,3.713,GGG
AAAaJUc2Y1i,24Blafxh,1965-02-21,-37,7.137,1992-03-18,,,A9WUWnlD,-57,-3.574,AAA
GGfVKVxmeo,24Ch2x8e,1959-11-18,68,-3.169,1976-06-25,,,gLAGh0ng,32,-8.579,GGf
DDDDNOIKCKst,24GFKU6h,2012-10-04,83,-7.011,1961-04-06,,,n7VPT59j,18,-5.36,DDD
CCvLN1JFbn,24ijlr7D,1956-01-23,-12,-6.494,1978-01-21,,,ZcsuKQ3s,72,8.541,CCv
HHH1QGVcWkW,24KIn3pW,1987-11-07,1,-7.675,1984-04-18,,,MEshzynQ,79,-8.441,HHH
LLLrbHmlHkH,24MGllpD,2007-08-29,-97,-1.843,1975-10-16,,,SvAHjr5x,88,-8.443,LLL
GGftcJXTlQ,24pax1HA,1977-04-01,-23,-9.027,1959-12-25,,,zMKtB7Zq,-42,-3.608,GGf
KKwEjDVwSP,24T7WaDq,1966-04-16,30,9.562,2003-06-29,,,a8tkWbV9,43,2.779,KKw
FFyi82OoUN,24Th3gyc,1962-04-10,47,1.174,2008-10-04,,,tq4gNzPa,15,7.054,FFy
DDDDJ8E6kPHI,24VwhviV,1988-11-05,-52,8.932,1975-01-24,,,qp6j6mzI,-61,-7.315,DDD
KKsOWxAz4n,2510xxpe,1972-06-15,86,-1.393,1965-03-10,,,mrAzlfo1,54,7.756,KKs
LLLUUhGCrWP,252kQHmY,2013-08-09,-97,-4.769,1971-06-02,,,YAkc4utt,-97,-9.961,LLL
HHHIxhCDUIj,257VRjLB,1979-07-23,25,-6.514,1958-01-23,,,aLGcsQls,-18,-6.821,HHH
EEElMS1ulv7,25CzEzZN,1994-09-08,32,7.23,2007-06-11,,,wyDFEe4U,-65,-9.084,EEE
AAALHZLBSLQ,25fwnqsp,2007-12-19,-66,5.537,1977-05-20,,,ew8HMJ6l,-81,5.311,AAA
LLLxo6G35aP,25yezwPR,1963-03-13,23,-6.325,1975-08-26,,,6yfOgowD,-40,-9.501,LLL
EEEoq9RFXyc,25JEoADo,1984-11-26,12,-4.469,1956-05-17,,,bhOKTKJI,-75,4.305,EEE
DDDDmE6g0hYO,25KOn19U,1958-06-03,-57,-9.155,1976-06-02,,,X7uhGBOQ,70,3.587,DDD
BBB8jowzbfO,25lJvf3D,2015-07-04,61,-7.785,1952-08-11,,,MBMUKy1U,-45,-0.449,BBB
BBBF6OiD5MH,25ND5MGa,1957-09-04,-81,-0.339,1978-04-26,,,MhS7TmpA,44,-4.801,BBB
EEEROTFRWUE,25oD5RrU,1998-10-18,-38,-1.01,1990-11-06,,,D1EmHl0a,88,9.217,EEE
LLLzAnszg5U,25U8Q4oo,1975-09-13,-28,-0.46,1964-05-29,,,JwcGeKH6,-55,8.368,LLL
AAAUK1A3mjX,266hYJ4z,1952-09-27,-17,6.549,1951-07-13,,,DmiT6bfV,76,0.534,AAA
EEEusDzMvub,26bHI6m7,1967-03-29,-14,6.112,1973-12-23,,,9UMqCEWV,-46,7.887,EEE
AAA8ufILI95,26BMB1WE,2009-07-10,76,-1.704,1970-12-23,,,u2vvZ658,66,-6.705,AAA
KK7nFY7VCi,26bTENFA,1965-09-13,7,5.345,1973-03-15,,,7lKUBVNP,-49,-2.518,KK7
FFSmmlQH35,26ebZELV,1979-02-05,35,-9.439,1985-05-11,,,raIUkp58,-92,0.827,FFS
KKZnoLUYja,26HStI7l,2005-07-18,25,7.258,1981-08-18,,,0NFyHv3E,-44,8.75,KKZ
CCEumKTpSw,26L4c1WD,1987-02-23,98,4.312,1998-04-02,,,jZiy7qBL,-100,8.73,CCE
GGI4W6gGFe,26LjCOA8,1995-03-21,-62,5.993,2001-09-21,,,3P66HSoW,-63,2.56,GGI
BBBkl9APurs,26PA3m1O,1963-09-26,90,1.319,2003-10-02,,,eusJD8si,16,-8.804,BBB
LLL6jl1NrbG,26PGLFfL,1997-04-18,95,-7.873,1970-10-27,,,95l3If3G,19,-1.296,LLL
BBBlTqHbSIp,26shUH0w,2001-06-15,-99,-6.699,2012-07-05,,,1LqsSGWp,-52,3.342,BBB
CCeje4nPHY,26sPYBfO,1992-02-04,-79,-0.258,1974-12-31,,,G6Mn6RNY,7,4.543,CCe
BBBQk1fBH4b,26u4uZLz,1987-11-06,49,3.606,2013-03-07,,,Zf8vt11J,-98,0.703,BBB
LLLqDL4ws98,26XJYHb2,2016-10-15,24,-6.544,1954-11-27,,,ADDuZ8Ig,-60,2.722,LLL
AAAaThTOcss,271IaZki,1978-10-11,46,8.195,1978-08-22,,,2rDYsnen,64,1.053,AAA
DDDD5HU6wCOj,272MKXbE,2005-10-16,100,4.803,1958-05-09,,,HYZUX3FJ,-2,5.103,DDD
GG4Q9TbfBz,279K4DKE,1995-09-25,-54,-1.598,1984-12-14,,,6XGnWmWY,-75,-8.285,GG4
CCpx5r54HW,27Bbgora,1984-01-29,-65,8.862,1951-05-15,,,rITauBKW,7,1.843,CCp
EEEOaGGfBQH,27FfbZOt,1980-06-25,-43,3.561,2015-03-27,,,CUH4MGlJ,-49,1.289,EEE
DDDDCCUYKrWW,27KTTW7W,1962-06-23,-79,-5.366,1965-11-07,,,UfNQWRbc,-51,3.894,DDD
LLLxcRuNvup,27nb7083,1972-11-12,-29,-6.243,1957-10-12,,,m7npVTF2,15,-8.087,LLL
HHHNGFZ6GFZ,27pkXZf6,1983-02-06,-44,-2.669,1951-02-15,,,IQ9CqIPS,86,-7.937,HHH
DDDDu9Eut409,27q065US,2005-07-04,-7,-1.768,2009-06-28,,,fGT29K8n,-44,2.11,DDD
HHHQQDnGIPs,27q2719X,2016-11-12,-65,-6.589,2004-06-19,,,7Jq8KIYT,-79,-0.895,HHH
GGrnuDbMGO,27rXT7Zq,1982-08-26,-20,0.372,2008-12-17,,,CMeBZ5iI,48,6.397,GGr
GGWq9q2jLS,27t9ZR2m,1989-10-11,-17,-3.559,1982-03-16,,,UgKLVgpD,-63,-6.524,GGW
BBBa0DWMSag,286lKSjW,2008-09-11,85,-4.695,2003-05-25,,,p3gVsKBz,15,-0.727,BBB
DDDDcyRkpfLK,287uDR1O,1993-10-24,83,-7.974,1983-01-10,,,DrJmOTPF,36,5.951,DDD
HHHvi2rW0jM,28lB76xC,2001-03-15,-79,1.995,2007-06-05,,,qv2COPgv,-77,4.138,HHH
EEEIT7fx0av,28lhV2zl,1969-08-24,66,7.385,1968-02-23,,,8upBO2Wk,-80,3.656,EEE
FF6HW1V1wC,28Lo5FwK,1990-01-23,73,8.135,1999-06-28,,,K5eRq3Cw,39,-9.835,FF6
AAA3mayR1pH,28MCE5Wx,2010-04-16,-63,-2.295,1998-04-18,,,5W7lokHE,4,6.183,AAA
AAAK3xzZjeW,28moywak,1990-12-28,21,-3.049,1969-02-05,,,r7DEfznt,92,1.517,AAA
DDDDbrmhmc0b,28RYH9tW,2007-06-12,-46,7.714,1957-05-21,,,MhiA3IAV,80,-9.283,DDD
LLL2N3mJZFT,28sT9NJL,1988-02-15,28,4.038,2010-04-25,,,0a3bpTru,91,7.652,LLL
BBBE8nm9gMF,28vKN5x7,1979-12-30,-25,-7.051,1972-10-04,,,oclLZemQ,68,1.776,BBB
HHH7LlIpg9o,296ZPzGk,2004-11-18,9,3.174,1967-08-04,,,QQ7N7aW3,-75,-0.85,HHH
GG2OisGRFp,29GCEaia,2003-09-21,-19,1.512,2011-05-29,,,FZ529Gwe,31,5.734,GG2
AAAwCazvmrN,29gf3pfp,1984-11-08,29,0.32,1966-11-24,,,unAzjQmx,24,0.773,AAA
HHHkGVOUpHX,29gzn2Do,1975-04-16,25,7.508,1952-10-16,,,xtZ7A0UZ,95,-7.248,HHH
EEEt3lt9nO9,29HqLouQ,1975-03-26,-98,1.113,1964-09-29,,,MNhcvPe0,-60,2.135,EEE
CCCk7bDxRS,29y42Twb,1975-06-19,-41,-6.717,2009-03-07,,,81wYwapP,50,-0.798,CCC
AAA5ZvKJ2zT,29lXR5i7,2003-07-04,-82,-0.66,1961-10-22,,,AIy3uTT4,-19,-3.651,AAA
CCo0fTFXkP,29mF6q4G,1953-07-16,11,-9.365,2008-02-05,,,j7U63ksx,33,3.762,CCo
GG6sAompff,29sL5p03,1990-02-18,-51,-0.669,1951-07-12,,,2qQiRO5t,-66,0.452,GG6
DDDDkfAvhw9F,29uujl30,1965-12-08,51,-4.328,1970-08-11,,,3jsICbLv,83,0.808,DDD
EEECwJC5CR6,29uVLipf,1974-02-03,92,-8.062,2004-02-13,,,3nZ58JkD,-98,4.285,EEE
AAAx0JMQ0zh,2A1K5OJD,1973-04-13,-78,5.441,1982-07-04,,,NvkGvBTS,39,4.573,AAA
AAAUN6pcCOv,2A6gljxf,2002-09-19,-2,-5.999,1988-09-22,,,MT4llAJI,-20,-4.837,AAA
EEE271Bs5Jb,2A9fSwv3,1960-06-01,90,8.731,2006-05-29,,,jII1I2EU,-94,-6.159,EEE
DDDD7bF8Ot09,2A9pF2Iv,1999-05-09,16,9.975,1993-10-14,,,Fk5J7aBR,-27,7.369,DDD
DDDDnc8XO5SZ,2AbEYE1T,1980-08-30,-95,3.875,1963-12-13,,,0ZRzHMat,-82,0.602,DDD
KKoBqqtihk,2Abq5cfI,2003-05-06,33,-1.285,1959-03-27,,,qHzmlCWi,62,-0.702,KKo
BBBo4xnquoz,2AcZfZf8,1972-08-30,-78,4.967,2011-01-07,,,zy5xjlr4,59,3.145,BBB
HHH2LzV7oU4,2AD7OpaO,2000-10-10,44,0.635,1992-12-12,,,ivIHrB2W,-83,6.385,HHH
AAAyeXIooJE,2AGDETk4,1969-11-25,-32,9.413,1973-05-08,,,,16,-5.7,AAA
CCY8rNjzUy,2agDMOVU,1976-05-29,-25,6.722,1988-01-24,,,2xMliHsx,18,8.634,CCY
EEE3jOxL7HC,2AikUWDs,1983-07-13,38,-2.401,1966-01-27,,,IZxSLZRa,72,5.417,EEE
KKbfAFlTSS,2aIuGNY1,1961-05-14,75,-4.083,1977-02-19,,,aWft8sFP,38,-1.95,KKb
KKaKZbQKzj,2AIvJ1mG,1966-08-29,32,-9.083,1988-11-17,,,UrIkQMy1,-97,3.13,KKa
DDDD4BqzG3Gr,2Ajskvka,1951-04-27,-14,-3.282,1981-12-11,,,tnzqei3L,-98,-3.147,DDD
AAASD2yZasL,2ANFSeHK,1968-12-14,-74,-2.068,1955-10-04,,,s34uD4lM,-86,-4.084,AAA
LLL644aa3FV,2aNh4f18,1959-10-19,40,7.929,2004-12-01,,,LZfWa4zj,-30,0.247,LLL
LLLSDWet4W7,2anL02zm,1981-12-16,-87,-7.222,2014-06-04,,,rF1bSufk,-58,8.872,LLL
GGaaVutjUr,2ApU59D9,1976-12-19,-84,6.741,1988-12-30,,,iHLks37r,53,0.815,GGa
FFFWYuehDX,2ASMMHJC,2005-07-09,-93,1.414,1985-11-03,,,bfZivSJN,19,-6.042,FFF
GGGAbnmfoy,2ATxhkYi,1978-09-06,0,3.27,2007-04-16,,,poe8Dqgq,-44,1.977,GGG
CC7chMgElf,2auC0KMr,2013-03-24,65,-2.478,1965-11-30,,,nOuys5uW,-2,-4.893,CC7
HHHqrnUblRl,2aUOyIfL,1987-07-09,4,3.379,1983-07-08,,,MWHpauzL,49,6.607,HHH
